rating, material, time_in_seconds
5, G8RoughPapertrain9, 428.596212
90, G4CompressedWoodVersion1train2, 65.973267
5, G8RoughPapertrain2, 11.977782
2, G8PlayingCardPapertrain5, 4.80367
50, G8GlitterPaperVersion1test1, 17.218682
65, G4WoodenPapertrain4, 216.511574
35, G9Jeanstrain2, 189.817318
70, G4CherryTreetrain9, 17.056469
40, G3AluminumPlatetest3, 55.637502
45, G9Jeanstrain8, 20.98194
55, G4CherryTreetrain5, 22.201557
35, G3Coppertest6, 20.608674
60, G2StoneTileVersion3train9, 72.256319
25, G2Bricktrain1, 23.163777
80, G1ProfiledAluminumPlatetrain7, 29.285941
25, G6Toweltrain8, 11.537514
20, G8Papertrain6, 12.383619
35, G2Bricktest5, 12.078179
35, G3AluminumPlatetest4, 9.528328
65, G4Bambootrain5, 7.40245
58, G4WoodenPapertest3, 7.953149
58, G4Bambootrain6, 5.902177
50, G2CrushedRocktrain6, 7.753835
35, G6Toweltrain5, 4.405553
80, G2StoneTileVersion2train3, 9.378638
30, G3Brasstest2, 7.407002
55, G4LaminatedWoodtest6, 8.185925
20, G2Marbletest1, 8.490264
50, G2CrushedRocktrain8, 5.65177
80, G1ProfiledAluminumPlatetest3, 4.938653
70, G4ProfiledWoodPlatetest4, 8.538256
50, G9TableClothVersion2train9, 160.222442
69, G4WoodenPapertest6, 10.045649
35, G3AluminumPlatetrain5, 73.292727
110, G2StoneTileVersion2test4, 5.33415
5, G8Papertrain2, 5.986474
5, G9GreenVelvettest2, 4.300603
50, G8GlitterPaperVersion1test5, 3.662337
115, G2StoneTileVersion1train5, 5.643528
50, G9TableClothVersion2train3, 4.455843
50, G8GlitterPaperVersion1test2, 5.338458
50, G8GlitterPaperVersion1train8, 3.590173
20, G2Bricktrain4, 6.419065
120, G4CherryTreetest3, 6.087315
82, G1ProfiledAluminumPlatetest2, 6.080433
99, G4ProfiledWoodPlatetest7, 6.776376
35, G3AluminumPlatetrain8, 5.001086
78, G2StoneTileVersion1train4, 6.769028
3, G8Papertest4, 3.715444
125, G2StoneTileVersion1test3, 4.669474
100, G4Bambootest2, 4.469463
105, G4Teaktest2, 4.078031
80, G4ProfiledWoodPlatetest1, 4.930747
110, G4CompressedWoodVersion1test2, 5.228867
3, G8PlayingCardPapertest4, 4.078107
35, G9RedVelvettrain7, 4.968481
105, G2StoneTileVersion2test1, 5.683785
50, G8GlitterPaperVersion2train3, 3.26347
120, G4CherryTreetrain8, 8.55031
125, G2StoneTileVersion2train4, 5.037414
105, G4Larchtrain6, 7.805438
80, G4Teaktrain1, 21.681746
35, G3AluminumPlatetrain2, 7.542646
50, G8GlitterPaperVersion2train8, 4.684254
65, G4Larchtest2, 6.731768
35, G3StainlessSteeltrain7, 4.36406
25, G2Bricktest3, 4.501307
20, G9RedFleezetest1, 4.100731
125, G2StoneTileVersion1train9, 4.661703
60, G9Jeanstest5, 5.826894
22, G2Bricktrain6, 6.028435
110, G4CompressedWoodVersion1train4, 4.822281
80, G1ProfiledAluminumPlatetrain1, 4.29182
30, G4LaminatedWoodtrain8, 6.547237
35, G2Marbletrain2, 5.745035
75, G4WoodenPapertrain1, 12.260478
25, G3Coppertrain2, 5.552047
50, G4LaminatedWoodtrain4, 5.914641
18, G9GreenVelvettrain7, 10.343359
20, G2Marbletrain4, 221.621289
50, G9TableClothVersion2test7, 8.981449
60, G6Carpettrain4, 4.744292
3, G8PlayingCardPapertrain4, 4.43749
3, G8PlayingCardPapertest1, 5.85084
25, G3StainlessSteeltrain9, 7.793633
35, G3AluminumPlatetrain3, 6.154615
70, G4Larchtest7, 5.363718
20, G2Marbletest4, 3.759661
85, G4ProfiledWoodPlatetest5, 4.346567
50, G2CrushedRocktrain2, 6.69799
65, G4WoodenPapertrain3, 8.947944
50, G8GlitterPaperVersion2test7, 7.185715
80, G4Bambootrain7, 9.644721
2, G8RoughPapertest6, 4.536375
60, G6Carpettest4, 3.676517
20, G9RedFleezetrain9, 3.79834
55, G4LaminatedWoodtrain9, 6.235836
80, G4Larchtrain1, 66.231701
